Zip Code,Choice1,Choice2,Choice3,Choice4
49265,Georgia,Pennsylvania,Texas,California
22473,Pennsylvania,Georgia,Texas,California
33449,Georgia,Texas,Pennsylvania,California
12775,Pennsylvania,Georgia,Texas,California
68869,Texas,Pennsylvania,Georgia,California
18610,Pennsylvania,Georgia,Texas,California
97488,Texas,California,Georgia,Pennsylvania
04479,Pennsylvania,Texas,Georgia,California
04042,Pennsylvania,Georgia,Texas,California
36851,Texas,California,Georgia,Pennsylvania
75641,Texas,California,Georgia,Pennsylvania
32444,Texas,Georgia,Pennsylvania,California
94110,California,Texas,Georgia,Pennsylvania
66667,Texas,Georgia,Pennsylvania,California
92066,California,Texas,Pennsylvania,Georgia
48054,Georgia,Pennsylvania,Texas,California
75137,Texas,California,Pennsylvania,Georgia
44265,Pennsylvania,Texas,Georgia,California
27803,Pennsylvania,Texas,Georgia,California
80155,Texas,California,Pennsylvania,Georgia
14051,Pennsylvania,Texas,Georgia,California
33414,Georgia,Texas,Pennsylvania,California
91023,California,Texas,Pennsylvania,Georgia
94066,California,Georgia,Texas,Pennsylvania
72934,Texas,Pennsylvania,Georgia,California
96097,California,Texas,Georgia,Pennsylvania
37336,Texas,Pennsylvania,Georgia,California
60419,Texas,California,Pennsylvania,Georgia
85550,Texas,California,Georgia,Pennsylvania
55906,Texas,Pennsylvania,Georgia,California
73947,Texas,California,Georgia,Pennsylvania
26160,Pennsylvania,Texas,Georgia,California
18455,Pennsylvania,Georgia,California,Texas
78666,Texas,California,Georgia,Pennsylvania
93745,California,Georgia,Texas,Pennsylvania
17968,Pennsylvania,Texas,Georgia,California
38745,Texas,Georgia,Pennsylvania,California
28653,Georgia,Texas,Pennsylvania,California
74131,Texas,California,Pennsylvania,Georgia
78840,Texas,California,Pennsylvania,Georgia
34736,Texas,Georgia,California,Pennsylvania
95642,Texas,California,Georgia,Pennsylvania
40252,Georgia,Texas,California,Pennsylvania
71744,Texas,Georgia,California,Pennsylvania
76824,Texas,California,Georgia,Pennsylvania
60459,Texas,California,Georgia,Pennsylvania
36765,Texas,Georgia,Pennsylvania,California
02382,Pennsylvania,Georgia,California,Texas
23324,Pennsylvania,Georgia,Texas,California
62238,Texas,Pennsylvania,Georgia,California
82212,Texas,California,Georgia,Pennsylvania
16681,Pennsylvania,Georgia,Texas,California
95248,California,Georgia,Texas,Pennsylvania
98056,California,Georgia,Texas,Pennsylvania
28582,Pennsylvania,Georgia,Texas,California
95021,California,Texas,Georgia,Pennsylvania
15730,Georgia,Pennsylvania,Texas,California
77362,Texas,California,Georgia,Pennsylvania
47920,Texas,Georgia,Pennsylvania,California
05753,Georgia,Pennsylvania,Texas,California
84770,California,Texas,Georgia,Pennsylvania
16667,Georgia,Texas,Pennsylvania,California
63348,Texas,Pennsylvania,Georgia,California
38846,Georgia,Texas,Pennsylvania,California
97810,California,Texas,Georgia,Pennsylvania
51044,Georgia,Texas,Pennsylvania,California
98370,California,Texas,Georgia,Pennsylvania
93440,California,Texas,Georgia,Pennsylvania
20233,Pennsylvania,Georgia,Texas,California
48028,Pennsylvania,Georgia,Texas,California
37861,Texas,Georgia,Pennsylvania,California
77983,Texas,Georgia,California,Pennsylvania
59847,California,Texas,Georgia,Pennsylvania
36301,Georgia,California,Texas,Pennsylvania
02541,Pennsylvania,Texas,California,Georgia
47462,Pennsylvania,Georgia,California,Texas
12094,Pennsylvania,Georgia,Texas,California
97839,California,Texas,Georgia,Pennsylvania
44232,Georgia,Pennsylvania,Texas,California
95538,California,Texas,Georgia,Pennsylvania
94239,California,Texas,Pennsylvania,Georgia
89711,Pennsylvania,California,Georgia,Texas
50026,Georgia,Texas,Pennsylvania,California
13081,Pennsylvania,Georgia,Texas,California
64842,Texas,Georgia,California,Pennsylvania
35053,Texas,Georgia,Pennsylvania,California
71209,Texas,California,Georgia,Pennsylvania
42354,Georgia,Pennsylvania,Texas,California
48217,Georgia,Pennsylvania,Texas,California
02790,Pennsylvania,California,Georgia,Texas
11577,Pennsylvania,Georgia,Texas,California
76005,Texas,California,Georgia,Pennsylvania
44142,Georgia,Pennsylvania,Texas,California
87543,California,Pennsylvania,Texas,Georgia
53143,Texas,Pennsylvania,Georgia,California
83547,California,Georgia,Texas,Pennsylvania
66853,Texas,Georgia,Pennsylvania,California
04104,Texas,Georgia,Pennsylvania,California
57231,Texas,California,Pennsylvania,Georgia
38305,Georgia,Texas,Pennsylvania,California
30582,Texas,Georgia,Pennsylvania,California
93561,California,Texas,Pennsylvania,Georgia
01008,Pennsylvania,Georgia,Texas,California
38141,Texas,Pennsylvania,Georgia,California
15459,Pennsylvania,Texas,Georgia,California
30318,Texas,Georgia,Pennsylvania,California
04094,Texas,Georgia,Pennsylvania,California
79085,Texas,California,Georgia,Pennsylvania
33299,Georgia,Texas,Pennsylvania,California
24602,Georgia,Pennsylvania,Texas,California
87158,California,Texas,Pennsylvania,Georgia
43611,Georgia,Texas,California,Pennsylvania
23397,Pennsylvania,Georgia,Texas,California
65068,Texas,Pennsylvania,Georgia,California
97033,California,Texas,Georgia,Pennsylvania
65443,Texas,Pennsylvania,Georgia,California
38042,Texas,Georgia,California,Pennsylvania
26763,Texas,Pennsylvania,Georgia,California
31063,Georgia,California,Texas,Pennsylvania
35981,Georgia,Texas,Pennsylvania,California
73741,Texas,California,Georgia,Pennsylvania
49341,Georgia,Pennsylvania,Texas,California
41522,Georgia,California,Pennsylvania,Texas
47465,Georgia,Texas,California,Pennsylvania
50570,Texas,Pennsylvania,Georgia,California
62510,Texas,Pennsylvania,Georgia,California
28351,Georgia,Pennsylvania,Texas,California
89001,California,Texas,Georgia,Pennsylvania
20628,Pennsylvania,Georgia,Texas,California
57754,California,Pennsylvania,Texas,Georgia
68949,California,Texas,Georgia,Pennsylvania
27897,Georgia,Pennsylvania,Texas,California
78569,Georgia,Pennsylvania,Texas,California
46845,Texas,Georgia,Pennsylvania,California
16321,Georgia,Pennsylvania,Texas,California
97497,California,Texas,Georgia,Pennsylvania
81612,Texas,Pennsylvania,California,Georgia
64156,Texas,Pennsylvania,Georgia,California
53147,Texas,Georgia,Pennsylvania,California
07205,Pennsylvania,Texas,Georgia,California
04347,Pennsylvania,Georgia,Texas,California
06706,Pennsylvania,Georgia,Texas,California
62438,Texas,Pennsylvania,Georgia,California
44866,Georgia,Pennsylvania,Texas,California
62905,Georgia,California,Texas,Pennsylvania
75963,Texas,Georgia,California,Pennsylvania
47232,Georgia,Pennsylvania,Texas,California
53501,Texas,Pennsylvania,Georgia,California
79935,Texas,California,Georgia,Pennsylvania
58327,Pennsylvania,Georgia,Texas,California
76653,Texas,Georgia,Pennsylvania,California
59707,Texas,Pennsylvania,California,Georgia
98104,California,Texas,Georgia,Pennsylvania
97543,California,Georgia,Texas,Pennsylvania
63964,Texas,Pennsylvania,Georgia,California
32601,Georgia,Texas,Pennsylvania,California
15358,Georgia,Pennsylvania,Texas,California
36104,Texas,Pennsylvania,Georgia,California
38314,Texas,Georgia,Pennsylvania,California
42450,Texas,Pennsylvania,Georgia,California
97202,California,Georgia,Texas,Pennsylvania
61375,Georgia,Texas,Pennsylvania,California
43456,Pennsylvania,Georgia,Texas,California
72028,Texas,Georgia,California,Pennsylvania
97475,California,Texas,Georgia,Pennsylvania
58204,Pennsylvania,Georgia,Texas,California
92013,California,Texas,Pennsylvania,Georgia
06320,Pennsylvania,Georgia,Texas,California
70525,Texas,Georgia,California,Pennsylvania
86321,Pennsylvania,California,Texas,Georgia
23831,Pennsylvania,Georgia,Texas,California
64437,Georgia,Texas,Pennsylvania,California
42459,Texas,Georgia,Pennsylvania,California
19188,Pennsylvania,Georgia,Texas,California
93447,California,Pennsylvania,Texas,Georgia
23024,Pennsylvania,Texas,Georgia,California
38575,Georgia,Texas,Pennsylvania,California
99218,California,Texas,Georgia,Pennsylvania
61931,Texas,Georgia,Pennsylvania,California
21504,Texas,Pennsylvania,Georgia,California
75661,Texas,California,Georgia,Pennsylvania
27839,Georgia,Pennsylvania,Texas,California
01586,Pennsylvania,Georgia,California,Texas
12050,Pennsylvania,Georgia,Texas,California
65735,Georgia,Pennsylvania,Texas,California
57456,California,Texas,Pennsylvania,Georgia
30291,Pennsylvania,Georgia,Texas,California
02375,Pennsylvania,Georgia,Texas,California
80015,Texas,California,Pennsylvania,Georgia
26050,Pennsylvania,Georgia,Texas,California
27708,Georgia,Pennsylvania,Texas,California
41645,Georgia,Pennsylvania,Texas,California
06794,Pennsylvania,Georgia,Texas,California
38231,Texas,Pennsylvania,Georgia,California
63090,Texas,Georgia,Pennsylvania,California
18832,Pennsylvania,Georgia,Texas,California
48255,Georgia,Pennsylvania,Texas,California
92817,California,Texas,Pennsylvania,Georgia
35406,Texas,Pennsylvania,Georgia,California
77578,Texas,California,Georgia,Pennsylvania
83728,California,Pennsylvania,Georgia,Texas
83414,California,Texas,Georgia,Pennsylvania
83325,California,Texas,Pennsylvania,Georgia
52542,Texas,Pennsylvania,California,Georgia
30807,Texas,Pennsylvania,Georgia,California
50682,Pennsylvania,Georgia,Texas,California
30085,Texas,Georgia,California,Pennsylvania
37015,Texas,Georgia,Pennsylvania,California
98580,California,Texas,Georgia,Pennsylvania
46051,Georgia,Pennsylvania,Texas,California
40059,Pennsylvania,Georgia,Texas,California
34689,Georgia,Texas,California,Pennsylvania
32122,Georgia,Texas,Pennsylvania,California
62853,Texas,Pennsylvania,Georgia,California
95841,California,Texas,Georgia,Pennsylvania
29667,Georgia,Pennsylvania,California,Texas
38577,Texas,Georgia,Pennsylvania,California
44650,Pennsylvania,Georgia,Texas,California
38453,Georgia,California,Texas,Pennsylvania
06019,Pennsylvania,Georgia,Texas,California
06756,Pennsylvania,Georgia,Texas,California
72653,Texas,California,Georgia,Pennsylvania
33484,Georgia,Pennsylvania,California,Texas
53794,Texas,Pennsylvania,Georgia,California
40849,Georgia,Pennsylvania,Texas,California
54201,Georgia,Texas,Pennsylvania,California
84639,Texas,Pennsylvania,California,Georgia
40385,Pennsylvania,Georgia,California,Texas
70581,Texas,Georgia,Pennsylvania,California
25392,Georgia,Pennsylvania,Texas,California
63043,Texas,Pennsylvania,Georgia,California
57104,Pennsylvania,Georgia,Texas,California
60473,Texas,Pennsylvania,Georgia,California
43468,Georgia,Pennsylvania,Texas,California
70174,Texas,Pennsylvania,Georgia,California
02902,Pennsylvania,Georgia,Texas,California
95611,California,Texas,Georgia,Pennsylvania
45172,Georgia,Pennsylvania,Texas,California
80475,California,Texas,Pennsylvania,Georgia
13438,Pennsylvania,Georgia,Texas,California
29679,Georgia,Pennsylvania,Texas,California
54166,Texas,Pennsylvania,Georgia,California
60701,Texas,Pennsylvania,California,Georgia
25810,Georgia,Pennsylvania,Texas,California
64062,Texas,Georgia,California,Pennsylvania
29691,Georgia,Pennsylvania,Texas,California
49340,Georgia,Pennsylvania,Texas,California
03858,Pennsylvania,Georgia,Texas,California
62216,Texas,Georgia,Pennsylvania,California
48414,Georgia,Pennsylvania,Texas,California
32512,Texas,Georgia,California,Pennsylvania
88525,Texas,California,Georgia,Pennsylvania
45350,Pennsylvania,Texas,Georgia,California
49848,Texas,Georgia,Pennsylvania,California
14817,Pennsylvania,Texas,Georgia,California
33359,Georgia,Texas,Pennsylvania,California
89199,California,Texas,Georgia,Pennsylvania
29442,Georgia,Pennsylvania,California,Texas
95370,California,Texas,Pennsylvania,Georgia
88575,Texas,California,Pennsylvania,Georgia
36549,Georgia,Texas,Pennsylvania,California
44049,Georgia,Pennsylvania,Texas,California
15051,Georgia,Texas,Pennsylvania,California
84059,California,Texas,Pennsylvania,Georgia
76352,Georgia,Texas,California,Pennsylvania
30449,Georgia,California,Texas,Pennsylvania
45613,Georgia,Pennsylvania,Texas,California
71210,Texas,Pennsylvania,Georgia,California
33732,Georgia,Texas,Pennsylvania,California
71953,Texas,Georgia,California,Pennsylvania
75567,Texas,California,Georgia,Pennsylvania
30182,Texas,Pennsylvania,Georgia,California
30165,Texas,Georgia,Pennsylvania,California
56279,Georgia,Texas,Pennsylvania,California
83427,Texas,Pennsylvania,California,Georgia
98522,Georgia,California,Texas,Pennsylvania
96074,California,Texas,Georgia,Pennsylvania
54739,Pennsylvania,Georgia,Texas,California
31030,Texas,Pennsylvania,Georgia,California
71279,Pennsylvania,California,Georgia,Texas
59430,Georgia,California,Texas,Pennsylvania
44818,Pennsylvania,Texas,Georgia,California
54422,Texas,Pennsylvania,Georgia,California
04226,Pennsylvania,Texas,Georgia,California
36831,Texas,Georgia,Pennsylvania,California
40724,Georgia,Pennsylvania,Texas,California
13119,Pennsylvania,Georgia,Texas,California
29592,Georgia,Pennsylvania,California,Texas
78584,Texas,California,Pennsylvania,Georgia
25325,Georgia,Pennsylvania,Texas,California
87522,California,Pennsylvania,Georgia,Texas
78853,Texas,California,Pennsylvania,Georgia
87828,Texas,Pennsylvania,Georgia,California
13066,Pennsylvania,Georgia,Texas,California
78638,Texas,California,Georgia,Pennsylvania
15251,Pennsylvania,Texas,Georgia,California
48186,Georgia,Pennsylvania,California,Texas
81331,Pennsylvania,California,Texas,Georgia
10029,Pennsylvania,Georgia,Texas,California
52748,Texas,Pennsylvania,California,Georgia
85670,California,Pennsylvania,Texas,Georgia
38834,Texas,Georgia,Pennsylvania,California
98340,Texas,California,Georgia,Pennsylvania
47336,Georgia,Pennsylvania,Texas,California
40280,Georgia,Pennsylvania,Texas,California
30516,Georgia,Texas,Pennsylvania,California
62849,Texas,Pennsylvania,California,Georgia
62631,Texas,Pennsylvania,Georgia,California
17837,Pennsylvania,Georgia,Texas,California
79039,California,Texas,Georgia,Pennsylvania
74115,Texas,Pennsylvania,Georgia,California
28222,Georgia,Pennsylvania,Texas,California
77707,Texas,California,Georgia,Pennsylvania
71130,Texas,Georgia,California,Pennsylvania
85015,Pennsylvania,Georgia,California,Texas
21676,Pennsylvania,Georgia,California,Texas
95170,California,Texas,Georgia,Pennsylvania
04535,Texas,Pennsylvania,Georgia,California
23488,Pennsylvania,Georgia,California,Texas
95115,California,Texas,Georgia,Pennsylvania
39401,Texas,California,Georgia,Pennsylvania
37323,Texas,Georgia,Pennsylvania,California
78538,Texas,Georgia,California,Pennsylvania
48759,Georgia,Pennsylvania,Texas,California
86040,California,Texas,Pennsylvania,Georgia
59043,California,Texas,Pennsylvania,Georgia
98812,California,Texas,Georgia,Pennsylvania
57719,Pennsylvania,Texas,California,Georgia
76634,Texas,California,Pennsylvania,Georgia
13813,Pennsylvania,Georgia,Texas,California
33156,Georgia,Texas,Pennsylvania,California
75036,Texas,Pennsylvania,Georgia,California
84322,California,Pennsylvania,Texas,Georgia
77009,Texas,California,Georgia,Pennsylvania
06525,Pennsylvania,Georgia,Texas,California
46542,Texas,Georgia,Pennsylvania,California
74947,California,Georgia,Texas,Pennsylvania
56459,Georgia,Pennsylvania,Texas,California
55317,Texas,Georgia,Pennsylvania,California
40160,Pennsylvania,Georgia,California,Texas
38606,Georgia,California,Texas,Pennsylvania
52649,Texas,Pennsylvania,Georgia,California
05346,Pennsylvania,Georgia,Texas,California
74079,Georgia,Texas,California,Pennsylvania
33483,Georgia,Pennsylvania,Texas,California
13034,Pennsylvania,Georgia,Texas,California
92170,California,Texas,Pennsylvania,Georgia
78363,Texas,Georgia,Pennsylvania,California
14240,Pennsylvania,Texas,Georgia,California
28253,Georgia,Pennsylvania,California,Texas
10008,Pennsylvania,Georgia,Texas,California
11020,Pennsylvania,Georgia,Texas,California
61318,Texas,Pennsylvania,California,Georgia
07746,Pennsylvania,Georgia,Texas,California
27412,Georgia,Pennsylvania,Texas,California
44625,Georgia,Pennsylvania,Texas,California
24011,Georgia,Pennsylvania,Texas,California
54123,Texas,Pennsylvania,Georgia,California
30063,Texas,Pennsylvania,Georgia,California
04947,Texas,Pennsylvania,Georgia,California
68045,Texas,Pennsylvania,Georgia,California
15927,Pennsylvania,Georgia,Texas,California
57012,Pennsylvania,California,Georgia,Texas
58103,Pennsylvania,Texas,Georgia,California
49509,Georgia,Pennsylvania,Texas,California
02184,Pennsylvania,Georgia,Texas,California
79928,Texas,California,Georgia,Pennsylvania
64841,Texas,Georgia,Pennsylvania,California
12228,Georgia,Texas,Pennsylvania,California
72358,Georgia,Pennsylvania,Texas,California
26757,Pennsylvania,Georgia,Texas,California
63776,Texas,Pennsylvania,Georgia,California
19109,Pennsylvania,Georgia,Texas,California
77229,Texas,California,Georgia,Pennsylvania
93116,California,Texas,Pennsylvania,Georgia
57383,Pennsylvania,California,Texas,Georgia
85303,California,Texas,Pennsylvania,Georgia
23061,Pennsylvania,Georgia,Texas,California
53259,Texas,Pennsylvania,Georgia,California
21214,Pennsylvania,Georgia,California,Texas
76853,Texas,Pennsylvania,Georgia,California
74867,Texas,California,Georgia,Pennsylvania
57010,California,Pennsylvania,Texas,Georgia
15283,Pennsylvania,Texas,Georgia,California
98493,California,Texas,Georgia,Pennsylvania
70080,Georgia,Pennsylvania,Texas,California
36507,Georgia,Pennsylvania,Texas,California
20548,Pennsylvania,Georgia,Texas,California
25206,Georgia,Pennsylvania,Texas,California
06482,Pennsylvania,Georgia,Texas,California
33733,Georgia,Texas,Pennsylvania,California
36723,Texas,California,Georgia,Pennsylvania
10963,Pennsylvania,Texas,Georgia,California
03825,Pennsylvania,Texas,Georgia,California
72611,Texas,Georgia,California,Pennsylvania
32703,Georgia,Texas,Pennsylvania,California
76255,Texas,California,Georgia,Pennsylvania
25916,Georgia,Pennsylvania,Texas,California
85074,Texas,Pennsylvania,California,Georgia
63011,Texas,Georgia,Pennsylvania,California
71070,Texas,Pennsylvania,Georgia,California
67853,Texas,Georgia,Pennsylvania,California
91987,California,Texas,Pennsylvania,Georgia
32308,Georgia,Texas,Pennsylvania,California
08315,Pennsylvania,Georgia,California,Texas
10005,Pennsylvania,Georgia,Texas,California
90808,California,Texas,Pennsylvania,Georgia
53210,Texas,Georgia,California,Pennsylvania
12976,Pennsylvania,Texas,Georgia,California
83333,California,Texas,Pennsylvania,Georgia
60940,Texas,Pennsylvania,Georgia,California
87734,California,Texas,Pennsylvania,Georgia
32802,Georgia,Texas,California,Pennsylvania
87056,California,Texas,Georgia,Pennsylvania
63048,Texas,Pennsylvania,Georgia,California
70837,Texas,Pennsylvania,Georgia,California
47467,Pennsylvania,Georgia,Texas,California
95374,California,Texas,Pennsylvania,Georgia
75712,Texas,California,Georgia,Pennsylvania
78238,Texas,California,Georgia,Pennsylvania
14826,Pennsylvania,Georgia,Texas,California
26149,Georgia,Pennsylvania,Texas,California
75120,Texas,California,Pennsylvania,Georgia
20061,Pennsylvania,Georgia,Texas,California
29450,Georgia,Pennsylvania,California,Texas
31760,Texas,Pennsylvania,Georgia,California
70006,Texas,Georgia,Pennsylvania,California
39661,Texas,Georgia,California,Pennsylvania
17850,Pennsylvania,Georgia,Texas,California
15122,Georgia,Pennsylvania,Texas,California
42151,Texas,Georgia,Pennsylvania,California
79968,Texas,California,Georgia,Pennsylvania
63825,Texas,Pennsylvania,Georgia,California
43360,Georgia,Pennsylvania,Texas,California
12089,Pennsylvania,Georgia,Texas,California
11514,Pennsylvania,Georgia,Texas,California
31639,Georgia,Texas,Pennsylvania,California
77630,Texas,Georgia,California,Pennsylvania
43525,Georgia,Texas,California,Pennsylvania
08252,Pennsylvania,Georgia,Texas,California
24731,Pennsylvania,Texas,Georgia,California
05826,Pennsylvania,Texas,Georgia,California
39079,Texas,Georgia,Pennsylvania,California
46340,Texas,Pennsylvania,Georgia,California
72544,Texas,Georgia,California,Pennsylvania
12751,Pennsylvania,Georgia,Texas,California
14891,Pennsylvania,California,Georgia,Texas
38037,Texas,Georgia,Pennsylvania,California
77503,Texas,Georgia,California,Pennsylvania
91020,California,Texas,Pennsylvania,Georgia
28038,Georgia,Pennsylvania,Texas,California
27969,Georgia,Pennsylvania,Texas,California
70455,Texas,Pennsylvania,Georgia,California
41332,Georgia,Pennsylvania,Texas,California
63937,Georgia,California,Texas,Pennsylvania
62952,Texas,Georgia,Pennsylvania,California
03104,Pennsylvania,Georgia,Texas,California
78255,Texas,Pennsylvania,Georgia,California
76597,Texas,California,Georgia,Pennsylvania
33155,Texas,Pennsylvania,Georgia,California
65321,Texas,California,Georgia,Pennsylvania
33313,Georgia,Texas,Pennsylvania,California
17582,Pennsylvania,Georgia,Texas,California
98851,California,Texas,Georgia,Pennsylvania
07628,Pennsylvania,Georgia,Texas,California
10163,Pennsylvania,Georgia,Texas,California
23452,Pennsylvania,Georgia,Texas,California
40009,Texas,Georgia,Pennsylvania,California
45663,Georgia,Pennsylvania,Texas,California
60655,Texas,Pennsylvania,California,Georgia
01885,Pennsylvania,Georgia,California,Texas
30751,Georgia,Pennsylvania,Texas,California
89048,California,Texas,Pennsylvania,Georgia
02816,Pennsylvania,Georgia,Texas,California
43802,Georgia,Pennsylvania,Texas,California
36330,Texas,Pennsylvania,Georgia,California
94203,California,Texas,Georgia,Pennsylvania
80721,Texas,California,Pennsylvania,Georgia
95472,California,Texas,Georgia,Pennsylvania
06489,Pennsylvania,Georgia,Texas,California
62217,Texas,Pennsylvania,California,Georgia
66440,Texas,Georgia,Pennsylvania,California
03869,Pennsylvania,Georgia,Texas,California
38552,Texas,Pennsylvania,Georgia,California
61078,California,Texas,Pennsylvania,Georgia
73558,Texas,California,Georgia,Pennsylvania
27658,Pennsylvania,Georgia,Texas,California
05858,Pennsylvania,Texas,Georgia,California
29078,Pennsylvania,Georgia,Texas,California
12887,Pennsylvania,Georgia,Texas,California
90048,California,Texas,Georgia,Pennsylvania
50545,Texas,Pennsylvania,Georgia,California
10591,Pennsylvania,Georgia,Texas,California
08077,Pennsylvania,Georgia,Texas,California
79344,Texas,California,Georgia,Pennsylvania
28718,Georgia,Pennsylvania,Texas,California
55934,Texas,Pennsylvania,California,Georgia
70078,Georgia,Pennsylvania,Texas,California
53293,Texas,Pennsylvania,Georgia,California
43739,Georgia,Pennsylvania,Texas,California
65721,Georgia,Texas,Pennsylvania,California
13795,Georgia,Pennsylvania,Texas,California
39332,Texas,Georgia,Pennsylvania,California
58762,California,Texas,Georgia,Pennsylvania
78352,Texas,California,Georgia,Pennsylvania
02556,Pennsylvania,Georgia,California,Texas
91752,California,Texas,Pennsylvania,Georgia
02350,Pennsylvania,Texas,Georgia,California
31150,Texas,Georgia,Pennsylvania,California
37724,Texas,Georgia,Pennsylvania,California
39669,Georgia,Pennsylvania,Texas,California
92867,California,Texas,Georgia,Pennsylvania
23417,Pennsylvania,Georgia,Texas,California
12461,Pennsylvania,Texas,Georgia,California
17053,Pennsylvania,Texas,Georgia,California
70895,Texas,Georgia,Pennsylvania,California
31544,Georgia,Texas,Pennsylvania,California
91614,California,Texas,Pennsylvania,Georgia
69160,California,Texas,Pennsylvania,Georgia
40258,Georgia,Pennsylvania,Texas,California
25984,Georgia,Texas,Pennsylvania,California
56266,Texas,Georgia,Pennsylvania,California
15729,Georgia,Pennsylvania,Texas,California
54455,Texas,Pennsylvania,Georgia,California
43358,Georgia,Pennsylvania,Texas,California
15038,Georgia,Pennsylvania,Texas,California
45255,Georgia,Pennsylvania,Texas,California
63750,Texas,Pennsylvania,Georgia,California
19101,Pennsylvania,Georgia,Texas,California
12069,Pennsylvania,Georgia,Texas,California
97352,California,Texas,Georgia,Pennsylvania
57399,Pennsylvania,Georgia,Texas,California
77376,Texas,California,Georgia,Pennsylvania
81133,California,Texas,Georgia,Pennsylvania
68457,Pennsylvania,Georgia,Texas,California
91041,California,Texas,Pennsylvania,Georgia
62990,Georgia,Texas,Pennsylvania,California
25243,Georgia,Pennsylvania,Texas,California
89139,California,Texas,Georgia,Pennsylvania
15044,Georgia,Pennsylvania,Texas,California
48237,Georgia,Pennsylvania,Texas,California
35579,Pennsylvania,Georgia,Texas,California
06153,Pennsylvania,Georgia,Texas,California
33112,Georgia,Texas,Pennsylvania,California
62436,Texas,Pennsylvania,Georgia,California
48876,Georgia,Pennsylvania,California,Texas
76053,California,Georgia,Pennsylvania,Texas
64466,Texas,Georgia,Pennsylvania,California
07826,Pennsylvania,Georgia,Texas,California
64132,Texas,Georgia,Pennsylvania,California
17127,Pennsylvania,Georgia,Texas,California
28246,Georgia,Pennsylvania,California,Texas
01843,Texas,Georgia,Pennsylvania,California
26137,Georgia,Pennsylvania,Texas,California
79082,Texas,Georgia,California,Pennsylvania
91335,California,Texas,Pennsylvania,Georgia
33463,Georgia,Texas,Pennsylvania,California
76448,Texas,California,Georgia,Pennsylvania
30384,Texas,Georgia,Pennsylvania,California
08015,Pennsylvania,Georgia,Texas,California
85311,California,Texas,Pennsylvania,Georgia
60101,Texas,Pennsylvania,Georgia,California
92115,California,Texas,Pennsylvania,Georgia
69025,Texas,California,Georgia,Pennsylvania
39652,Georgia,California,Texas,Pennsylvania
13654,Pennsylvania,Georgia,Texas,California
25962,Georgia,Pennsylvania,Texas,California
80133,Texas,California,Pennsylvania,Georgia
34660,Georgia,Texas,California,Pennsylvania
04978,Pennsylvania,Georgia,Texas,California
91126,California,Texas,Pennsylvania,Georgia
39189,Texas,Pennsylvania,Georgia,California
25639,Texas,Georgia,Pennsylvania,California
41042,Texas,Georgia,Pennsylvania,California
23183,Pennsylvania,Georgia,Texas,California
33041,Texas,Pennsylvania,Georgia,California
29643,Pennsylvania,Georgia,Texas,California
66520,Texas,Pennsylvania,California,Georgia
95203,Texas,California,Georgia,Pennsylvania
21286,Pennsylvania,Georgia,Texas,California
62796,Georgia,California,Texas,Pennsylvania
45723,Georgia,Pennsylvania,Texas,California
75264,Texas,Georgia,Pennsylvania,California
48073,Pennsylvania,Georgia,Texas,California
38704,Georgia,Pennsylvania,Texas,California
28693,Georgia,Texas,Pennsylvania,California
05843,Pennsylvania,Georgia,Texas,California
33337,Georgia,Pennsylvania,Texas,California
31416,Georgia,Pennsylvania,Texas,California
21747,Pennsylvania,Georgia,Texas,California
56425,Georgia,California,Texas,Pennsylvania
05745,Pennsylvania,Texas,Georgia,California
62915,Texas,Pennsylvania,Georgia,California
99008,California,Texas,Georgia,Pennsylvania
15691,Georgia,Texas,Pennsylvania,California
43231,Georgia,Pennsylvania,Texas,California
57040,Texas,Pennsylvania,California,Georgia
56473,Texas,Pennsylvania,California,Georgia
45414,Georgia,Pennsylvania,Texas,California
77270,Texas,Georgia,California,Pennsylvania
51028,Texas,Pennsylvania,Georgia,California
72223,Georgia,Pennsylvania,Texas,California
33853,Georgia,Pennsylvania,Texas,California
16367,Georgia,Pennsylvania,Texas,California
45417,Georgia,Pennsylvania,Texas,California
88081,California,Georgia,Texas,Pennsylvania
72089,Texas,Georgia,California,Pennsylvania
92147,California,Texas,Pennsylvania,Georgia
46771,Georgia,Pennsylvania,Texas,California
75042,California,Georgia,Pennsylvania,Texas
04967,Georgia,Pennsylvania,Texas,California
08092,Pennsylvania,Texas,Georgia,California
43780,Georgia,Pennsylvania,Texas,California
24873,Pennsylvania,Georgia,Texas,California
63144,Texas,Pennsylvania,Georgia,California
07870,Pennsylvania,Georgia,Texas,California
40858,Georgia,Pennsylvania,Texas,California
88323,California,Texas,Pennsylvania,Georgia
35578,Georgia,Pennsylvania,Texas,California
08011,Pennsylvania,Georgia,Texas,California
62019,Georgia,Texas,Pennsylvania,California
02119,Pennsylvania,Georgia,Texas,California
77386,Texas,Pennsylvania,Georgia,California
30724,Texas,Pennsylvania,Georgia,California
33431,Georgia,Texas,Pennsylvania,California
12749,Pennsylvania,Texas,Georgia,California
77234,Texas,California,Georgia,Pennsylvania
96118,California,Texas,Georgia,Pennsylvania
48307,Pennsylvania,Texas,Georgia,California
48661,Georgia,Pennsylvania,Texas,California
69331,Texas,California,Pennsylvania,Georgia
40058,Georgia,Pennsylvania,Texas,California
20682,Pennsylvania,Texas,Georgia,California
63437,Pennsylvania,Georgia,Texas,California
85369,California,Texas,Pennsylvania,Georgia
